,Date,number shares,open,prediction,status,balance,profit/loss,Actual Status
0,2018-01-02,117.0,170.160004,171.7765,0.0,19908.72047,0.0,Buy
1,2018-01-03,117.0,172.529999,171.836,1.0,20186.009883,277.2894129999986,Sell
2,2018-01-04,117.0,172.539993,171.9235,3.0,20187.179181,278.4587109999993,Pass
3,2018-01-05,117.0,173.440002,172.1035,3.0,20292.480234,383.75976399999854,Pass
4,2018-01-08,117.0,174.350006,172.5095,3.0,20398.950702000002,490.2302320000017,Pass
5,2018-01-09,117.0,174.550003,172.5995,3.0,20422.350351,513.6298810000008,Pass
6,2018-01-10,117.0,173.160004,172.6585,3.0,20259.720468,350.9999979999993,Pass
7,2018-01-11,117.0,174.589996,172.7885,3.0,20427.029532,518.3090620000003,Pass
8,2018-01-12,117.0,176.179993,173.006,3.0,20613.059181,704.3387110000003,Pass
9,2018-01-16,117.0,177.899994,173.435,3.0,20814.299297999998,905.5788279999979,Pass
10,2018-01-17,117.0,176.149994,173.603,3.0,20609.549297999998,700.8288279999979,Pass
11,2018-01-18,117.0,179.369995,173.857,3.0,20986.289415,1077.568944999999,Pass
12,2018-01-19,117.0,178.610001,171.3475,3.0,20897.370117000002,988.649647000002,Pass
13,2018-01-22,117.0,177.300003,174.433,3.0,20744.100351,835.3798810000008,Pass
14,2018-01-23,117.0,177.300003,174.586,3.0,20744.100351,835.3798810000008,Pass
15,2018-01-24,117.0,177.25,174.646,3.0,20738.25,829.5295299999998,Pass
16,2018-01-25,118.0,174.509995,174.652,0.0,20592.17941,683.4589400000004,Buy
17,2018-01-26,118.0,172.0,174.6625,2.0,20296.0,387.2795299999998,Hold
18,2018-01-29,118.0,170.160004,174.654,2.0,20078.880471999997,170.1600019999969,Hold
19,2018-01-30,118.0,165.529999,174.6455,2.0,19532.539882,-376.18058799999926,Hold
20,2018-01-31,118.0,166.869995,174.6125,2.0,19690.65941,-218.06106,Hold
21,2018-02-01,118.0,167.169998,174.5545,2.0,19726.059763999998,-182.6607060000024,Hold
22,2018-02-02,118.0,166.0,170.188,2.0,19588.0,-320.7204700000002,Hold
23,2018-02-05,118.0,159.100006,173.9765,2.0,18773.800708000002,-1134.9197619999977,Hold
24,2018-02-06,118.0,154.830002,173.6875,2.0,18269.940236000002,-1638.780233999998,Hold
25,2018-02-07,118.0,163.089996,173.3635,2.0,19244.619528000003,-664.1009419999973,Hold
26,2018-02-08,118.0,160.289993,173.0045,2.0,18914.219174,-994.5012959999985,Hold
27,2018-02-09,118.0,157.070007,172.609,2.0,18534.260826,-1374.4596439999987,Hold
28,2018-02-12,118.0,158.5,171.1535,2.0,18703.0,-1205.7204700000002,Hold
29,2018-02-13,118.0,161.949997,162.8385,2.0,19110.099646,-798.6208240000014,Hold
30,2018-02-14,118.0,163.039993,162.6395,1.0,19238.719174,-670.0012959999985,Sell
31,2018-02-15,113.0,169.789993,170.229,0.0,19186.269209000002,-722.4512609999983,Buy
32,2018-02-16,113.0,172.360001,169.918,1.0,19476.680113000002,-432.04035699999804,Sell
33,2018-02-20,113.0,172.050003,168.7335,3.0,19441.650339,-467.0701310000004,Pass
34,2018-02-21,113.0,172.830002,168.4535,3.0,19529.790226,-378.9302439999992,Pass
35,2018-02-22,113.0,171.800003,168.237,3.0,19413.400339,-495.3201310000004,Pass
36,2018-02-23,113.0,173.669998,168.351,3.0,19624.709774,-284.0106960000012,Pass
37,2018-02-26,113.0,176.350006,162.4455,3.0,19927.550678,18.830207999999402,Pass
38,2018-02-27,113.0,179.100006,170.0395,3.0,20238.300678,329.5802079999994,Pass
39,2018-02-28,113.0,179.259995,170.5355,3.0,20256.379435,347.6589649999987,Pass
40,2018-03-01,113.0,178.539993,170.8855,3.0,20175.019209000002,266.29873900000166,Pass
41,2018-03-02,113.0,172.800003,171.2755,3.0,19526.400339,-382.3201310000004,Pass
42,2018-03-05,113.0,175.210007,164.779,3.0,19798.730790999998,-109.98967900000207,Pass
43,2018-03-06,113.0,177.910004,173.2825,3.0,20103.830452,195.10998199999813,Pass
44,2018-03-07,113.0,174.940002,166.398,3.0,19768.220225999998,-140.50024400000257,Pass
45,2018-03-08,113.0,175.479996,174.1435,3.0,19829.239548,-79.48092199999883,Pass
46,2018-03-09,113.0,177.960007,174.7365,3.0,20109.480790999998,200.76032099999793,Pass
